question;cypher;group;answer;cleaned_query;duration_query_generation;db_result;syntax_error;timeout_error;duration_query_execution;chat_generation_answer;duration_chat_answer;Human Evaluation
Which stations does Olive Tuamp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Olive Tuamp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Sceiys Road', 'Trar Crossing', 'Mcnaibston', 'Chrift Court', 'Krep Bridge', 'Shroiack Way', 'Mcmeauctton', 'Twaizbridge', 'Hypaaft Court', 'Sift Boulevard', 'Maiaz Court', 'Praagy Crossing', 'Juibsbridge', 'Skieurmwich', 'Gluengington', 'Mccay Boulevard', 'Mclaipt Crossing', 'Wuierrham', 'Hroests Grove', 'Typauelly Way'];"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION)
WHERE e.line_name = 'Olive Tuamp'
RETURN s1.name AS Station1, s2.name AS Station2
";4.213072299957275;"[{""Station1"": ""Sceiys Road"", ""Station2"": ""Mclaipt Crossing""}, {""Station1"": ""Maiaz Court"", ""Station2"": ""Sceiys Road""}, {""Station1"": ""Sift Boulevard"", ""Station2"": ""Juibsbridge""}, {""Station1"": ""Wuierrham"", ""Station2"": ""Sift Boulevard""}, {""Station1"": ""Krep Bridge"", ""Station2"": ""Wuierrham""}, {""Station1"": ""Mclaipt Crossing"", ""Station2"": ""Krep Bridge""}, {""Station1"": ""Mccay Boulevard"", ""Station2"": ""Twaizbridge""}, {""Station1"": ""Twaizbridge"", ""Station2"": ""Praagy Crossing""}, {""Station1"": ""Praagy Crossing"", ""Station2"": ""Mcmeauctton""}, {""Station1"": ""Mcmeauctton"", ""Station2"": ""Hypaaft Court""}, {""Station1"": ""Hypaaft Court"", ""Station2"": ""Mcnaibston""}, {""Station1"": ""Mcnaibston"", ""Station2"": ""Typauelly Way""}, {""Station1"": ""Typauelly Way"", ""Station2"": ""Skieurmwich""}, {""Station1"": ""Skieurmwich"", ""Station2"": ""Chrift Court""}, {""Station1"": ""Chrift Court"", ""Station2"": ""Trar Crossing""}, {""Station1"": ""Trar Crossing"", ""Station2"": ""Hroests Grove""}, {""Station1"": ""Hroests Grove"", ""Station2"": ""Maiaz Court""}, {""Station1"": ""Juibsbridge"", ""Station2"": ""Shroiack Way""}, {""Station1"": ""Shroiack Way"", ""Station2"": ""Gluengington""}]";False;False;0.0060048103332519;I don't know the answer.;0.7739360332489014;Incorrect
What size is Drong Street?;"MATCH (var1) WHERE var1.name=""Drong Street""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;medium-sized;"MATCH (s:STATION {name: ""Drong Street""})
RETURN s.size AS size
";1.5613768100738523;"[{""size"": ""medium-sized""}]";False;False;0.0103480815887451;Drong Street is medium-sized.;0.96252703666687;Correct
Can you get rail connections at Dyniirn Way?;"MATCH (var1) WHERE var1.name=""Dyniirn Way""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s1:STATION {name: ""Dyniirn Way""})-[:EDGE]-(s2:STATION)
WHERE s1.has_rail = true AND s2.has_rail = true
RETURN s1.name AS Station1, s2.name AS Station2
";3.606477737426758;[];False;False;0.0120325088500976;I don't know the answer.;0.94671893119812;Incorrect
How clean is Thuesh Way?;"MATCH (var1) WHERE var1.name=""Thuesh Way""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (s:STATION {name: ""Thuesh Way""})
RETURN s.cleanliness AS Cleanliness
";2.176887035369873;"[{""Cleanliness"": ""derilict""}]";False;False;0.0085117816925048;Thuesh Way is in a derelict state, indicating that it is very unclean and likely neglected.;1.573498249053955;Correct
Does Schrioull St have disabled access?;"MATCH (var1) WHERE var1.name=""Schrioull St""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;False;"MATCH (s:STATION {name: ""Schrioull St""})
RETURN s.disabled_access AS DisabledAccess
";2.558135509490967;"[{""DisabledAccess"": false}]";False;False;0.009514570236206;No, Schrioull St does not have disabled access.;1.4904334545135498;Correct
Which lines is Skiesly Palace on?;"MATCH (var1) WHERE var1.name=""Skiesly Palace""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Red Briudly'];"MATCH (s:STATION {name: ""Skiesly Palace""})-[:EDGE]-(l:LINE)
RETURN l.name AS LineName
";3.3443386554718018;[];False;False;0.0095081329345703;I don't know the answer.;4.465616941452026;Incorrect
How clean is Czeisch Way?;"MATCH (var1) WHERE var1.name=""Czeisch Way""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (s:STATION {name: ""Czeisch Way""})
RETURN s.cleanliness AS Cleanliness
";2.5627713203430176;"[{""Cleanliness"": ""derilict""}]";False;False;0.0101447105407714;Czeisch Way is currently in a derelict state, indicating that it is not clean and may be quite neglected or in disrepair.;2.304058790206909;Correct
How many sizes of station does Orange Faw pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Faw""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (:LINE {name: ""Orange Faw""})-[:EDGE]->(s:STATION)
RETURN COUNT(DISTINCT s.size) AS distinct_station_sizes
";2.991773128509521;"[{""distinct_station_sizes"": 0}]";False;False;0.0049998760223388;Orange Faw passes through zero distinct station sizes.;0.6864590644836426;Incorrect
How many architectural styles does Pink Dreark pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Pink Dreark""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (:LINE {name: ""Pink Dreark""})<-[:EDGE]-(:STATION)-[:EDGE]->(s:STATION)
RETURN COUNT(DISTINCT s.architecture) AS architectural_styles
";4.059509038925171;"[{""architectural_styles"": 0}]";False;False;0.0113539695739746;Pink Dreark passes through zero architectural styles.;2.4043517112731934;Incorrect
Does Trontz Hospital have rail connections?;"MATCH (var1) WHERE var1.name=""Trontz Hospital""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s:STATION {name: ""Trontz Hospital""})-[:EDGE]->(:STATION {has_rail: true})
RETURN s.name AS Station, EXISTS((s)-[:EDGE]->(:STATION {has_rail: true})) AS HasRailConnection
";5.397172212600708;[];False;False;0.0135056972503662;I don't know the answer.;1.168851613998413;Incorrect
Which stations does Olive Tuamp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Olive Tuamp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Sceiys Road', 'Trar Crossing', 'Mcnaibston', 'Chrift Court', 'Krep Bridge', 'Shroiack Way', 'Mcmeauctton', 'Twaizbridge', 'Hypaaft Court', 'Sift Boulevard', 'Maiaz Court', 'Praagy Crossing', 'Juibsbridge', 'Skieurmwich', 'Gluengington', 'Mccay Boulevard', 'Mclaipt Crossing', 'Wuierrham', 'Hroests Grove', 'Typauelly Way'];"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION)
WHERE e.line_name = 'Olive Tuamp'
RETURN s1.name AS Station1, s2.name AS Station2
";5.443615198135376;"[{""Station1"": ""Sceiys Road"", ""Station2"": ""Mclaipt Crossing""}, {""Station1"": ""Maiaz Court"", ""Station2"": ""Sceiys Road""}, {""Station1"": ""Sift Boulevard"", ""Station2"": ""Juibsbridge""}, {""Station1"": ""Wuierrham"", ""Station2"": ""Sift Boulevard""}, {""Station1"": ""Krep Bridge"", ""Station2"": ""Wuierrham""}, {""Station1"": ""Mclaipt Crossing"", ""Station2"": ""Krep Bridge""}, {""Station1"": ""Mccay Boulevard"", ""Station2"": ""Twaizbridge""}, {""Station1"": ""Twaizbridge"", ""Station2"": ""Praagy Crossing""}, {""Station1"": ""Praagy Crossing"", ""Station2"": ""Mcmeauctton""}, {""Station1"": ""Mcmeauctton"", ""Station2"": ""Hypaaft Court""}, {""Station1"": ""Hypaaft Court"", ""Station2"": ""Mcnaibston""}, {""Station1"": ""Mcnaibston"", ""Station2"": ""Typauelly Way""}, {""Station1"": ""Typauelly Way"", ""Station2"": ""Skieurmwich""}, {""Station1"": ""Skieurmwich"", ""Station2"": ""Chrift Court""}, {""Station1"": ""Chrift Court"", ""Station2"": ""Trar Crossing""}, {""Station1"": ""Trar Crossing"", ""Station2"": ""Hroests Grove""}, {""Station1"": ""Hroests Grove"", ""Station2"": ""Maiaz Court""}, {""Station1"": ""Juibsbridge"", ""Station2"": ""Shroiack Way""}, {""Station1"": ""Shroiack Way"", ""Station2"": ""Gluengington""}]";False;False;0.0095119476318359;I don't know the answer.;3.994884967803955;Incorrect
How many stations are between Schwoschham and Froam Lane?;"MATCH (var1) MATCH (var2) MATCH tmp1 = shortestPath((var1)-[*]-(var2))  WHERE var1.name=""Schwoschham"" AND var2.name=""Froam Lane""  WITH 1 AS foo, tmp1 AS var3 UNWIND nodes(var3) AS var4  RETURN length(collect(var4))  - 2";MultiStep;12;"MATCH path = (:STATION {name: 'Schwoschham'})-[:EDGE*]->(:STATION {name: 'Froam Lane'})
RETURN length(path) - 1 AS stationsBetween
";3.1684412956237797;[];False;False;0.0105092525482177;I don't know the answer.;1.16263747215271;Incorrect
What architectural style is Hypask Square?;"MATCH (var1) WHERE var1.name=""Hypask Square""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;modernist;"MATCH (s:STATION {name: ""Hypask Square""})
RETURN s.architecture AS architecture
";1.6063599586486816;"[{""architecture"": ""modernist""}]";False;False;0.0102155208587646;Hypask Square features modernist architecture.;0.8559963703155518;Correct
At Klicswich what sort of music plays?;"MATCH (var1) WHERE var1.name=""Klicswich""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;swing;"MATCH (s:STATION {name: ""Klicswich""}) RETURN s.music
";1.2008132934570312;"[{""s.music"": ""swing""}]";False;False;0.0097451210021972;At Klicswich, swing music plays.;1.4632749557495115;Correct
Does Floudy Manor have rail connections?;"MATCH (var1) WHERE var1.name=""Floudy Manor""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s:STATION)-[:EDGE]->(:STATION)
WHERE s.name = 'Floudy Manor' AND s.has_rail = true
RETURN s.name, s.has_rail
";4.324789762496948;[];False;False;0.0228221416473388;I don't know the answer.;0.911097288131714;Incorrect
What music plays at Khords Court?;"MATCH (var1) WHERE var1.name=""Khords Court""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;country;"MATCH (s:STATION {name: ""Khords Court""})
RETURN s.music AS Music
";2.662024974822998;"[{""Music"": ""country""}]";False;False;0.00958251953125;Country music plays at Khords Court.;1.313927412033081;Correct
What size is Dyniaopt On Trent?;"MATCH (var1) WHERE var1.name=""Dyniaopt On Trent""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;massive;"MATCH (s:STATION {name: ""Dyniaopt On Trent""})
RETURN s.size AS size
";2.4055237770080566;"[{""size"": ""massive""}]";False;False;0.0090610980987548;Dyniaopt On Trent is massive in size.;0.730912446975708;Correct
How many sizes of station does Pink Whiel pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Pink Whiel""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (:LINE {name: ""Pink Whiel""})<-[:EDGE]-(:STATION)-[:EDGE]->(:STATION)-[:EDGE]->(:LINE {name: ""Pink Whiel""})
WITH DISTINCT s.size AS uniqueSizes
RETURN COUNT(uniqueSizes) AS sizeCount
";4.833441734313965;;True;False;;;;Incorrect
What architectural style is Mckiewn Grove?;"MATCH (var1) WHERE var1.name=""Mckiewn Grove""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;victorian;"MATCH (s:STATION {name: ""Mckiewn Grove""}) RETURN s.architecture AS architecture_style
";2.0562281608581543;"[{""architecture_style"": ""victorian""}]";False;False;0.0095055103302001;Mckiewn Grove is designed in the Victorian architectural style.;1.2601947784423828;Correct
What size is Schwuosk Estate?;"MATCH (var1) WHERE var1.name=""Schwuosk Estate""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;massive;"MATCH (s:STATION {name: ""Schwuosk Estate""})
RETURN s.size AS size
";2.095202922821045;"[{""size"": ""massive""}]";False;False;0.0080037117004394;The Schwuosk Estate is massive in size.;3.929285764694214;Correct
How many lines is Fleug Crossing on?;"MATCH (var1) WHERE var1.name=""Fleug Crossing""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Fleug Crossing""})-[:EDGE]-(:LINE) 
RETURN COUNT(DISTINCT line_id) AS NumberOfLines
";2.031047821044922;;True;False;;;;Incorrect
At Czeisch Way what sort of music plays?;"MATCH (var1) WHERE var1.name=""Czeisch Way""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;classical;"MATCH (s:STATION {name: ""Czeisch Way""})
RETURN s.music AS Music
";5.566559314727783;"[{""Music"": ""classical""}]";False;False;0.0105211734771728;At Czeisch Way, classical music plays.;2.165796995162964;Correct
What architectural style is Xaung Boulevard?;"MATCH (var1) WHERE var1.name=""Xaung Boulevard""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;modernist;"MATCH (s:STATION {name: ""Xaung Boulevard""})
RETURN s.architecture AS architectural_style
";2.122938394546509;"[{""architectural_style"": ""modernist""}]";False;False;0.009016990661621;Xaung Boulevard is designed in a modernist architectural style.;3.961074352264404;Correct
How many lines is Criish Crossing on?;"MATCH (var1) WHERE var1.name=""Criish Crossing""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Criish Crossing""})-[:EDGE]-(:LINE) 
RETURN COUNT(DISTINCT line_id) AS NumberOfLines
";3.824242353439331;;True;False;;;;Incorrect
How many architectural styles does Orange Faw pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Faw""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;6;"MATCH (:LINE {name: ""Orange Faw""})<-[:EDGE]-(:STATION {architecture: style})-[:EDGE]->(:STATION {architecture: style})
RETURN COUNT(DISTINCT style) AS architectural_styles
";5.056135654449463;;True;False;;;;Incorrect
At Claury On Trent what sort of music plays?;"MATCH (var1) WHERE var1.name=""Claury On Trent""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;electronic;"MATCH (s:STATION {name: ""Claury On Trent""})
RETURN s.music AS Music
";1.378441572189331;"[{""Music"": ""electronic""}]";False;False;0.0093669891357421;At Claury On Trent, electronic music plays.;1.1053352355957031;Correct
At Sqeacs International what sort of music plays?;"MATCH (var1) WHERE var1.name=""Sqeacs International""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;rnb;"MATCH (s:STATION {name: ""Sqeacs International""}) RETURN s.music
";1.9217560291290283;"[{""s.music"": ""rnb""}]";False;False;0.0173313617706298;At Sqeacs International, R&B music plays.;1.5918762683868408;Correct
Which lines is Greerry On Trent on?;"MATCH (var1) WHERE var1.name=""Greerry On Trent""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Pink Whiel', 'Orange Screic'];"MATCH (s:STATION {name: ""Greerry On Trent""})-[:EDGE]-(e:EDGE)-[:EDGE]-(l:LINE)
RETURN DISTINCT l.name
";3.0133862495422363;[];False;False;0.0270764827728271;I don't know the answer.;0.7594294548034668;Incorrect
What music plays at Mclaewn Upon Thames?;"MATCH (var1) WHERE var1.name=""Mclaewn Upon Thames""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;swing;"MATCH (s:STATION {name: ""Mclaewn Upon Thames""})
RETURN s.music AS music
";1.8964219093322756;"[{""music"": ""swing""}]";False;False;0.0156798362731933;Swing music plays at McLaewn Upon Thames.;1.2629544734954834;Correct
How many sizes of station does Pink Dreark pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Pink Dreark""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.size AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (:LINE {name: ""Pink Dreark""})<-[:EDGE]-(:STATION)-[:EDGE]->(s:STATION)
RETURN COUNT(DISTINCT s.size) AS distinct_station_sizes
";3.320347547531128;"[{""distinct_station_sizes"": 0}]";False;False;0.0114002227783203;Pink Dreark passes through zero distinct station sizes.;1.101379632949829;Incorrect
Which stations does Green Mcgoimp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Green Mcgoimp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Rhaands Grove', 'Physaantz Road', 'Hyield Court', 'Sqearn Bridge', 'Kliuc Upon Thames', 'Ghaiockham', 'Mccay Boulevard', 'Pleiw St', 'Sprinnbridge', 'Mckiew Lane', 'Hydraarm Crossing', 'Twaizbridge', 'Pfaantlywich', 'Yatz Boulevard', 'Pfaorts Court', 'Hypiap Grove', 'Kleompton'];"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION)
WHERE e.line_name = 'Green Mcgoimp'
RETURN s1.name AS Station1, s2.name AS Station2
";4.55095648765564;"[{""Station1"": ""Kleompton"", ""Station2"": ""Sqearn Bridge""}, {""Station1"": ""Rhaands Grove"", ""Station2"": ""Hyield Court""}, {""Station1"": ""Hyield Court"", ""Station2"": ""Ghaiockham""}, {""Station1"": ""Ghaiockham"", ""Station2"": ""Mccay Boulevard""}, {""Station1"": ""Mccay Boulevard"", ""Station2"": ""Hypiap Grove""}, {""Station1"": ""Hypiap Grove"", ""Station2"": ""Pfaantlywich""}, {""Station1"": ""Pfaantlywich"", ""Station2"": ""Kliuc Upon Thames""}, {""Station1"": ""Kliuc Upon Thames"", ""Station2"": ""Twaizbridge""}, {""Station1"": ""Twaizbridge"", ""Station2"": ""Kleompton""}, {""Station1"": ""Sqearn Bridge"", ""Station2"": ""Pleiw St""}, {""Station1"": ""Pleiw St"", ""Station2"": ""Mckiew Lane""}, {""Station1"": ""Mckiew Lane"", ""Station2"": ""Sprinnbridge""}, {""Station1"": ""Sprinnbridge"", ""Station2"": ""Hydraarm Crossing""}, {""Station1"": ""Hydraarm Crossing"", ""Station2"": ""Yatz Boulevard""}, {""Station1"": ""Yatz Boulevard"", ""Station2"": ""Physaantz Road""}, {""Station1"": ""Physaantz Road"", ""Station2"": ""Pfaorts Court""}]";False;False;0.0126504898071289;The Green Mcgoimp passes through the following stations: Kleompton, Sqearn Bridge, Rhaands Grove, Hyield Court, Ghaiockham, Mccay Boulevard, Hypiap Grove, Pfaantlywich, Kliuc Upon Thames, Twaizbridge, Pleiw St, Mckiew Lane, Sprinnbridge, Hydraarm Crossing, Yatz Boulevard, and Physaantz Road.;6.247741460800171;Correct
Is there disabled access at Typauelly Way?;"MATCH (var1) WHERE var1.name=""Typauelly Way""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;False;"MATCH (s:STATION {name: ""Typauelly Way""})
RETURN s.disabled_access AS DisabledAccess
";1.9903924465179443;"[{""DisabledAccess"": false}]";False;False;0.0157344341278076;No, there is no disabled access at Typauelly Way.;2.02466893196106;Correct
What size is Klioc Palace?;"MATCH (var1) WHERE var1.name=""Klioc Palace""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;medium-sized;"MATCH (s:STATION {name: ""Klioc Palace""})
RETURN s.size AS size
";1.9994854927062988;"[{""size"": ""medium-sized""}]";False;False;0.0095069408416748;Klioc Palace is medium-sized.;1.1742675304412842;Correct
How clean is Mcciays Court?;"MATCH (var1) WHERE var1.name=""Mcciays Court""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;dirty;"MATCH (s:STATION {name: ""Mcciays Court""})
RETURN s.cleanliness AS Cleanliness
";1.657393217086792;"[{""Cleanliness"": ""dirty""}]";False;False;0.0060036182403564;Mcciays Court is currently dirty.;1.712641954421997;Correct
How clean is Fruirtyneyland?;"MATCH (var1) WHERE var1.name=""Fruirtyneyland""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;clean;"MATCH (s:STATION {name: ""Fruirtyneyland""})
RETURN s.cleanliness AS Cleanliness
";2.6918561458587646;"[{""Cleanliness"": ""clean""}]";False;False;0.0080282688140869;Fruittyneyland is clean.;0.983750820159912;Correct
